Track,Horse,BetType,Odds,Winner
Ffos Las,Shadow Spirit,Win,4.5,Lose
Newmarket,Forever Yours,Win,67,Lose
Thirsk,Hijran,Win,4.33,Win
Beverley,Peak Princess,Win,2,Win
Goodwood,Tiburtina,Win,12,Lose
Goodwood,Mister Universe,Win,51,Lose
Newmarket,Eastern Impact,Win,3.5,Lose
Redcar,High On Light,Win,2.88,Lose
Goodwood,New Caledonia,Win,13,Lose
Yarmouth,Jumping Around,Win,6.5,Lose
Goodwood,Pointillism,Win,4,Lose
Chepstow,Fantasy Queen,Win,6.5,Lose
Chepstow,Barista,Win,23,Lose
Chepstow,Ring Eye,Win,6,Lose
Salisbury,Argenterie,Win,2.38,Win
Chelmsford,West Coast Flyer,Win,3.25,Win
Haydock,Moonlit Show,Win,13,Win
Musselburgh,Neuf Des Coeurs,Win,3.5,Lose
Kempton,Meetings Man,Win,17,Lose
Ascot,Twin Sails,Win,26,Lose
Ascot,Kadrizzi,Win,13,Lose
Kempton,Sirius Prospect,Win,15,Lose
Ascot,Light And Shade,Win,6,Lose
Kempton,Captain Peacock,Win,2.5,Lose
Ascot,Stake Acclaim,Win,8,Lose
Kempton,Falcons Song,Win,6,Lose
York,Freewheel,Win,17,Lose
York,Golden Amber,Win,13,Lose
York,Swashbuckle,Win,3.25,Lose
York,Pointillism,Win,7,Lose
Brighton,Soaring Spirits,Win,5,Lose
Windsor,Percys Romance,Win,3.75,Lose
Redcar,Jeany,Win,4,Lose
Hamilton,Bahama Moon,Win,12,Lose
Leicester,Jupiter Light,Win,13,Lose
Redcar,Slipper Satin,Win,21,Lose
Carlisle,Whiteandgold,Win,9,Lose
Doncaster,Gun Case,Win,64,Lose
Carlisle,Little Lady Katie,Win,10,Lose
Carlisle,Osteopathic Remedy,Win,15,Lose
Doncaster,Mount Logan,Win,2.75,Win
Doncaster,Robbie,Win,4.5,Win
SouthWell,Imaginary Diva,Each Way,15,Lose
Cheltenham,Attaglance,Each Way,10,Lose
SouthWell,Mitchum,Each Way,17,Lose
Listowel,Novalist,Win,2.38,Win
Navan,Jennies Jewel,Each Way,17,Win
SouthWell,Delgany Demon,Win,2.88,Win
Carlisle,Hallmark Star,Each Way,9.25,Lose
Ffos Las,Fishing Bridge,Each Way,7,Lose
Wolverhampton,Pivotman,Win,2.88,Win
Lingfield,Topaling,Each Way,8,Win
Wolverhampton,Reggie Bond,Each Way,15,Lose
Catterick,Amir Pasha,Each Way,11,Win
SouthWell,Wotalad,Each Way,11,Lose
Catterick,Dark And Dangerous,Win,3,Lose
Catterick,Jacks Last Hope,Win,3.1,Lose
SouthWell,Milady Eileen,Win,3.25,Lose
Limerick,Buck Magic,Each Way,11,Lose
Hamilton,Arkaim,Win,7,Lose
Ludlow,Carnaross,Each Way,26,Lose
Ludlow,According To Trev,Each Way,13,Lose
Windsor,Razor Wind,Win,1.91,Win
Towcester,Kincora Fort,Win,1.73,Lose
SouthWell,My Son Max,Each Way,34,Lose
Towcester,Wicklewood,Each Way,9,Win
Kempton,Ohsosecret,Each Way,41,Lose
Kempton,Malaysian Boleh,Each Way,10,Lose
SouthWell,Pin Up,Win,1.91,Lose
Ascot,Final Nudge,Each Way,34,Lose
Wolverhampton,Jubilee Spirit,Each Way,67,Lose
Wolverhampton,Luis Vaz De Torres,Each Way,67,Win
Wolverhampton,Rightcar,Each Way,23,Lose
Ascot,Church Hall,Each Way,34,Lose
Fairyhouse,Teoleena,Each Way,16.5,Lose
Newcastle,Nautical Twilight,Win,2.1,Lose
Fairyhouse,Crackerdancer,Each Way,17,Lose
Ascot,Cool Macavity,Each Way,29,Lose
Thurles,Mark Me Up,Each Way,21,Lose
Fakenham,Brass Monkey,Each Way,8,Lose
Thurles,Is Herself About,Win,6.2,Lose
Kempton,Dutch Fredie G,Each Way,12,Lose
Kempton,Gannicus,Each Way,19,Lose
Kempton,Softly She Treads,Win,11,Win
Bangor,Vitarra,Each Way,29,Lose
Arlington Park,Truckers Darling,Win,2.75,Lose
Wetherby,Shadows Lengthen,Each Way,17,Lose
Wolverhampton,Poor Duke,Each Way,18,Lose
Kempton,Kilmurvy,Each Way,21,Lose
Wolverhampton,For Shia And Lula,Each Way,12,Lose
Lingfield,Clovelly Bay,Each Way,14,Lose
Lingfield,Grey Mirage,Win,3.5,Lose
Catterick,Sir Safir,Each Way,26,Win
Lingfield,Desert Strike,Each Way,12,Lose
Leopardstown,Elsie,Each Way,17,Lose
Taunton,In The Crowd,Each Way,21,Win
Lingfield,Rockys Pride,Win,9,Lose
Lingfield,Zinnobar,Win,8,Lose
Lingfield,Southern Cross,Each Way,23,Lose
Lingfield,Glastonberry,Each Way,26,Lose
Punchestown,Another Rattler,Each Way,51,Lose
Lingfield,Malaysian Boleh,Each Way,13,Win
Punchestown,Ten Times Better,Each Way,15,Win
Punchestown,Ten Per Cent Down,Each Way,41.5,Lose
Cheltenham,Hunt Ball,Each Way,15,Win
Catterick,Mister Grez,Win,3.75,Win
Exeter,Thundering Home,Each Way,15,Win
Cheltenham,Aka Doun,Each Way,17,Lose
Exeter,Mother Meldrum,Each Way,34,Lose
SouthWell,College Doll,Each Way,11,Lose
Ayr,Nosey Box,Each Way,10,Win
Ffos Las,Foryourinformation,Win,2.25,Win
Wolverhampton,Junior Ben,Each Way,15,Lose
Dundalk,Lord Kenmare,Each Way,15,Lose
Lingfield,Viewpoint,Each Way,11,Lose
Wincanton,Earthmoves,Win,2.75,Lose
Lingfield,Shaunas Spirit,Each Way,34,Lose
Sandown,Triolo Dalene,Each Way,21,Win
Cork,Robin Des People,Each Way,11,Lose
SouthWell,Percys Princess,Win,2.25,Lose
Wolverhampton,Mayfield Girl,Each Way,13,Lose
Cartmel,Claude Carter,Each Way,8,Win
Wolverhampton,Aqlette,Each Way,21,Win
Wolverhampton,Yourinthewill,Each Way,15,Lose
Wolverhampton,Cascadia,Win,4.5,Lose
Bangor,Poker School,Each Way,15,Lose
SouthWell,Honest Strike,Each Way,13,Lose
SouthWell,Sakash,Each Way,27,Lose
Bangor,Goodtoknow,Win,7,Lose
SouthWell,Bold Max,Each Way,26,Win
Taunton,Rouge Et Blanc,Each Way,17,Win
Kempton,See No Ships,Each Way,15,Win
Kempton,Molly Dolly,Each Way,17,Win
Kempton,Rouge Nuage,Each Way,17,Lose
Kempton,Celestial Bay,Each Way,13,Win
SouthWell,Warfare,Each Way,13.8,Win
Catterick,Pinerolo,Win,6,Lose
Wolverhampton,Undulate,Each Way,11,Lose
Wolverhampton,Toga Tiger,Each Way,26,Win
Wolverhampton,River Dreamer,Each Way,34,Lose
Lingfield,Lahayeb,Each Way,41,Lose
Lingfield,Stosur,Each Way,13,Lose
Doncaster,A Shade Of Bay,Each Way,13,Lose
Doncaster,Solstice Dawn,Each Way,34,Lose
Dundalk,Havelock Ellis,Each Way,15,Win
Lingfield,Spiritual Star,Each Way,8,Win
Warwick,An Poc Ar Buile,Each Way,13,Lose
Kempton,Kilcooley,Each Way,15,Lose
Huntingdon,Harry Hunt,Each Way,13,Lose
Warwick,Benbane Head,Each Way,15,Lose
Kelso,Lie Forrit,Win,3.75,Win
Fairyhouse,Alderwood,Each Way,15,Lose
Kelso,Caerlaverock,Each Way,10,Lose
Fairyhouse,Wooly Tom,Each Way,21,Lose
Chelmsford,All Or Nothin,Each Way,26,Lose
Wolverhampton,Equita,Each Way,9,Lose
Wolverhampton,Kodiac Lady,Each Way,11,Lose
Wolverhampton,Dutch Uncle,Win,2,Win
Wolverhampton,Oratorios Joy,Win,5.5,Lose
Wolverhampton,Flying Power,Each Way,26,Win
SouthWell,Eium Mac,Win,3.25,Lose
SouthWell,Bannister Bell,Each Way,9.5,Win
Fakenham,Imperial Vic,Each Way,10,Lose
SouthWell,Sleepy Blue Ocean,Each Way,17,Lose
SouthWell,Fire In Babylon,Each Way,11,Lose
Lingfield,Closing,Each Way,15,Lose
Lingfield,Encapsulated,Each Way,29,Win
Kempton,See No Ships,Each Way,12,Lose
Kempton,Focail Mear,Each Way,11,Win
Kempton,Bosstime,Each Way,9,Lose
Wincanton,Cash Injection,Each Way,13,Lose
Wincanton,Trickaway,Win,3.15,Lose
Wincanton,Revaader,Win,5.8,Lose
Wolverhampton,Show Boat,Each Way,13,Lose
Wolverhampton,Piccolo Express,Each Way,9,Win
Lingfield,Brave Decision,Each Way,11,Win
Wolverhampton,Go Packing Go,Each Way,13,Lose
Dundalk,Magic Kitten,Each Way,17,Lose
Dundalk,Share A Secret,Each Way,26,Lose
Dundalk,Blue Ridge Lane,Each Way,17,Lose
Lingfield,Diamond Charlie,Each Way,13,Lose
Lingfield,Hopes N Dreams,Each Way,29,Lose
Lingfield,Clockmaker,Each Way,21,Lose
Haydock,Toby Lerone,Each Way,11,Lose
Lingfield,Convicted,Each Way,29,Lose
Kempton,Barwah,Win,4.5,Lose
Leopardstown,Hellberemembered,Win,11,Lose
Kempton,Evacusafe Lady,Each Way,21,Lose
Kempton,Skidby Mill,Each Way,10,Lose
Kempton,Soul Instinct,Each Way,15,Win
Wolverhampton,Desert Apostle,Win,10,Lose
Exeter,Templebraden,Each Way,21,Lose
Wolverhampton,Gabrial The Thug,Each Way,12,Win
Exeter,Kentford Myth,Each Way,11,Lose
Wolverhampton,Sheriff Of Nawton,Win,9,Lose
Wetherby,In Vino Veritas,Each Way,23,Lose
Wetherby,Stickleback,Each Way,11,Win
SouthWell,Very First Blade,Each Way,17,Win
SouthWell,Under Approval,Win,6,Lose
Catterick,Always Bold,Win,8,Lose
Catterick,Rival Destruval,Each Way,26,Lose
Lingfield,Malaysian Boleh,Each Way,12,Lose
Kempton,Anjuna Beach,Each Way,17,Lose
Gowran Park,Vasco Du Mee,Each Way,41,Lose
Gowran Park,Rogue Angel,Each Way,34,Lose
Brighton,Lady Brigid,Each Way,19,Lose
Chelmsford,Desert Strike,Each Way,19,Lose
Chelmsford,Mr Soprano,Each Way,10,Win
Doncaster,Haleo,Each Way,19,Lose
Lingfield,Ragtime Dancer,Each Way,13,Lose
Lingfield,First Rebellion,Each Way,12,Lose
Doncaster,Expanding Universe,Each Way,12,Win
Lingfield,Weald Of Kent,Each Way,13,Lose
Cheltenham,Irish Cavalier,Each Way,15,Win
Lingfield,Caminel,Win,9,Lose
Uttoxeter,Trafficker,Each Way,13,Lose
Cheltenham,Dare Me,Each Way,12,Lose
Doncaster,Renard,Each Way,13,Lose
Leopardstown,Hurricane Fly,Win,2.1,Win
Sedgefield,Shrapnel,Each Way,15,Lose
Sedgefield,Riskier,Win,8,Lose
Leopardstown,Heathfield,Win,3.25,Lose
Leopardstown,Catalaunian Fields,Each Way,9,Lose
Ludlow,Theatre Queen,Win,8.5,Lose
Ludlow,Anton Dolin,Each Way,34,Lose
Ludlow,Grimley Girl,Each Way,9,Win
Wolverhampton,Smalljohn,Each Way,12,Lose
Longchamp,Popping Along,Win,4.33,Lose
SouthWell,A Little Bit Dusty,Each Way,29,Lose
Taunton,Template,Each Way,10,Win
SouthWell,Serenity Now,Each Way,51,Lose
Taunton,Loyaute,Each Way,17,Lose
Chelmsford,Malaysian Boleh,Each Way,17,Lose
Chelmsford,Daring Dragon,Each Way,13,Lose
Chelmsford,Steelriver,Each Way,13,Win
Newcastle,Corsair Prince,Each Way,26,Lose
Kempton,Margot Rose,Each Way,9,Lose
SouthWell,Under Approval,Each Way,26,Lose
Wincanton,Knocklayde Express,Each Way,11,Lose
Wincanton,Cloudy Bob,Win,8,Lose
Towcester,Brave Helios,Each Way,21,Win
Towcester,What A Moment,Each Way,11,Win
Lingfield,Soul Instinct,Win,6.5,Lose
Wolverhampton,Off The Pulse,Win,8,Win
Dundalk,Moving On Up,Win,6,Lose
Dundalk,Larghetto,Each Way,24,Lose
Dundalk,Victors Beach,Each Way,15,Lose
Sandown,Ballygarvey,Win,6.5,Lose
Ffos Las,Williams Wishes,Each Way,19,Lose
Aintree,Irish Saint,Win,3.25,Lose
Ffos Las,Firebird Flyer,Win,10,Lose
Sandown,Polamco,Win,5,Lose
Lingfield,Fearless Lad,Each Way,17,Win
Lingfield,Gimme Five,Win,3.25,Lose
Lingfield,Lexington Blue,Each Way,13,Lose
Wolverhampton,Solar Deity,Win,3.5,Lose
Wolverhampton,Spray Tan,Win,7,Lose
Kempton,Novel Dancer,Win,4.5,Lose
SouthWell,Barbs Princess,Win,3.75,Lose
SouthWell,Robin Hill,Win,5,Lose
Kempton,Invigilator,Each Way,13,Lose
Kempton,Saved My Bacon,Each Way,11,Lose
Kempton,Monsieur Chabal,Each Way,11,Lose
Chelmsford,Anonymous John,Each Way,13,Win
Kempton,Hollie Point,Win,5.5,Win
Aintree,Saint Pois,Each Way,26,Lose
Taunton,Merchant Of Milan,Each Way,9,Lose
Taunton,Auvergnat,Each Way,17,Win
Huntingdon,Dynamic Idol,Each Way,12,Lose
Meydan,Samurai Sword,Each Way,15,Win
Kempton,Salmanazar,Each Way,7,Lose
Hamilton,Hamis Al Bin,Each Way,15,Win
Wolverhampton,Qibtee,Each Way,13,Lose
Wolverhampton,Erelight,Each Way,9,Lose
Dundalk,Mystical Past,Each Way,13,Win
Wolverhampton,Syrian,Each Way,15,Lose
Wolverhampton,Ready,Each Way,15,Win
Wolverhampton,Rouge Nuage,Each Way,9.25,Lose
Sandown,Missandei,Each Way,11,Lose
Wolverhampton,Elle Shade,Win,2.15,Win
Leopardstown,Mckinley,Each Way,17,Lose
Exeter,Regal Encore,Each Way,9,Win
Leopardstown,The Tullow Tank,Each Way,21,Lose
Leopardstown,Fosters Cross,Each Way,15,Lose
Exeter,Drumlee Sunset,Win,4.5,Win
Catterick,Allbarnone,Each Way,11,Lose
Hamilton,Akula,Win,7,Lose
Catterick,Hello Pretty Ladys,Each Way,26,Lose
Plumpton,Normanton,Each Way,34,Lose
Ffos Las,Fishing Bridge,Each Way,15,Lose
SouthWell,Westminster,Win,2,Lose
Clonmel,Allied Victory,Each Way,12,Lose
Clonmel,Graces Benefit,Each Way,51,Lose
Ayr,Leading Score,Each Way,11,Lose
Chepstow,Wicker Man,Each Way,15,Lose
Chepstow,Charlie Breekie,Each Way,17,Lose
Chepstow,Bobble Boru,Each Way,15,Lose
Kempton,Atlantic Affair,Each Way,11,Lose
Kempton,Katmai River,Each Way,10,Lose
Fontwell,Remiluc,Win,4,Win
Meydan,Van Rooney,Each Way,21,Lose
Fontwell,Third Act,Each Way,13,Lose
Kelso,Rock Relief,Each Way,17,Lose
Fontwell,Alottarain,Each Way,34,Lose
Sandown,Cowards Close,Win,2.25,Win
Lingfield,Light Wave,Win,2.8,Lose
Fakenham,Can Mestret,Win,2.5,Win
Lingfield,Top Set,Win,4.6,Lose
Lingfield,Somerby,Each Way,13,Win
Carlisle,Bescot Springs,Each Way,12,Win
Wolverhampton,All Reddy,Each Way,13,Lose
Wolverhampton,Mappin Time,Each Way,15,Win
Wolverhampton,The Blue Dog,Win,4.33,Lose
Taunton,Ibis Du Rheu,Win,4,Lose
Wetherby,Always Tipsy,Each Way,15,Win
Wolverhampton,King Crimson,Each Way,11,Lose
Wetherby,Luna Nuova,Each Way,41,Lose
Wolverhampton,Mr Sundowner,Each Way,8.5,Lose
Lingfield,Tidals Baby,Each Way,15,Lose
Lingfield,Celestine Abbey,Each Way,10,Lose
Ludlow,Canadian Diamond,Each Way,10,Lose
Lingfield,Powerfulstorm,Each Way,29,Win
Wolverhampton,Triple Chocolate,Each Way,12,Win
Sedgefield,Zazamix,Win,8.5,Lose
Meydan,Banaadeer,Each Way,10,Win
Cartmel,Claude Carter,Each Way,10,Lose
Chelmsford,Rocket Rob,Each Way,12,Lose
Chelmsford,With Hindsight,Each Way,17,Lose
Exeter,Rally,Each Way,19,Lose
Lingfield,Starlight Symphony,Each Way,15,Win
Wolverhampton,Two Turtle Doves,Each Way,11,Lose
Wolverhampton,Captain Scooby,Each Way,13,Lose
Wolverhampton,Prigsnov Dancer,Win,9.5,Lose
Newcastle,Fisher,Each Way,11,Lose
Newcastle,Wyck Hill,Each Way,10,Lose
Newcastle,Tutchec,Each Way,13,Lose
Kempton,Le Reve,Each Way,10,Win
Newcastle,Big River,Each Way,14,Win
SouthWell,Presenting Paddy,Each Way,17,Lose
Naas,The Herds Garden,Each Way,13,Lose
Naas,Harangue,Each Way,26,Lose
SouthWell,Mr Lando,Win,2.38,Lose
SouthWell,Isla Di Milano,Each Way,17,Lose
Wolverhampton,Penalty Scorer,Each Way,26,Lose
Ayr,Kilkenny Kim,Win,4,Lose
Hamilton,Off The Scale,Each Way,11,Lose
Wolverhampton,Dream Child,Win,1.95,Lose
Wolverhampton,John Potts,Each Way,15,Lose
Lingfield,Hercullian Prince,Each Way,19,Lose
Lingfield,Tidal Moon,Each Way,22,Lose
Leicester,Brunswick Gold,Each Way,22,Lose
Lingfield,Lord Of The Storm,Each Way,15,Lose
Lingfield,Smugglers Lane,Win,8,Lose
Kempton,Townsville,Each Way,21,Win
Kempton,Skye Morning,Each Way,14,Lose
Kempton,Puzzle Time,Win,5.5,Lose
Aintree,Saint Helena,Each Way,15,Lose
Kempton,Jolly Red Jeanz,Each Way,13,Lose
SouthWell,Gabrial The Tiger,Each Way,13,Lose
Hamilton,Five Star Wilsham,Each Way,29,Win
SouthWell,Gabrial The Duke,Win,5,Lose
Meydan,Anaerobio,Each Way,13,Lose
Chelmsford,Valentines Gift,Each Way,41,Lose
Lingfield,Inauguration,Each Way,15,Lose
Arlington Park,Truckers Darling,Each Way,13,Lose
Newbury,Island Cruise,Each Way,11,Lose
Doncaster,Celtic Artisan,Each Way,21,Lose
Wolverhampton,Mazij,Each Way,15,Lose
Newbury,Wily Fox,Each Way,26,Lose
Newbury,Golden Chieftain,Each Way,15,Lose
Doncaster,Samingarry,Each Way,13,Lose
Doncaster,Night In Milan,Win,7,Lose
Newbury,Wildmoor Boy,Each Way,14,Lose
Bath,Bathcounty,Win,4,Win
SouthWell,Kilcascan,Win,9,Lose
Fakenham,Aviador,Win,4,Lose
Wolverhampton,Virtual Reality,Win,10,Lose
Wolverhampton,Edgware Road,Win,17,Lose
Exeter,Emma Soda,Each Way,21,Lose
SouthWell,Sleet,Win,3.1,Lose
SouthWell,Very First Blade,Win,2.88,Lose
Newcastle,Down The Line,Each Way,11,Win
Kempton,Caledonia Laird,Each Way,12,Lose
Kempton,Tychaios,Each Way,13,Win
Kempton,Welsh Inlet,Each Way,13,Win
Kempton,Compton Prince,Each Way,13,Lose
SouthWell,Cocker,Each Way,15,Lose
Chelmsford,Angelito,Each Way,21,Win
Sandown,Goldie Horn,Each Way,11,Lose
Sandown,Serienschock,Each Way,10,Win
Wolverhampton,Suni Dancer,Each Way,21,Lose
Sandown,Hello George,Each Way,12,Lose
Sandown,Lifeboat Mona,Each Way,11,Win
Market Rasen,Sergeant Pink,Win,3.5,Lose
Cheltenham,Vibrato Valtat,Win,8,Lose
Cheltenham,Faugheen,Win,2.1,Win
Cheltenham,The Pirates Queen,Each Way,26,Lose
Cheltenham,Sego Success,Win,6.5,Lose
Cheltenham,Windsor Park,Win,6,Win
Cheltenham,Southfield Theatre,Win,8.5,Lose
Cheltenham,Mijhaar,Each Way,34,Lose
Cheltenham,Sebastian Beach,Each Way,34,Lose
Cheltenham,Vautour,Win,2.63,Win
Cheltenham,Katkeau,Each Way,34,Lose
Cheltenham,Ma Filleule,Win,6.5,Lose
Cheltenham,Lieutenant Colonel,Each Way,10,Lose
Cheltenham,Benbens,Each Way,21,Lose
Cheltenham,Top Notch,Each Way,8.5,Win
Cheltenham,Ballyglasheen,Each Way,81,Lose
Cheltenham,Definitly Red,Each Way,26,Lose
Cheltenham,Road To Riches,Each Way,13,Win
Cheltenham,Grumeti,Each Way,17,Lose
Kempton,Thundering Home,Each Way,34,Lose
Uttoxeter,Goonyella,Each Way,10,Win
SouthWell,Oscar Oscar,Win,7,Lose
SouthWell,Rosie Revenue,Each Way,17,Lose
SouthWell,Imjin River,Each Way,13,Lose
Exeter,Flying Light,Each Way,17,Win
Wetherby,Westend Theatre,Each Way,11,Lose
Wetherby,Back By Midnight,Each Way,9,Lose
SouthWell,Archie Stevens,Each Way,19,Lose
Warwick,Mr Mcgregor,Each Way,11,Win
Chelmsford,Myboyalfie,Each Way,13,Lose
Kempton,Jackpot,Each Way,34,Lose
Kempton,Drive On,Each Way,9,Lose
Kempton,Catalinas Diamond,Each Way,10,Lose
Wolverhampton,Noverre To Go,Each Way,29,Win
Wolverhampton,Cloak And Degas,Each Way,17,Win
Hamilton,Champagne Ransom,Each Way,21,Lose
Ludlow,Desertmore Hill,Each Way,15,Win
Sedgefield,Great Demeanor,Each Way,15,Lose
Newbury,Rendezvous Peak,Each Way,21,Lose
Newbury,Bold Adventure,Each Way,26,Lose
Newbury,Tony Star,Each Way,26,Lose
Newbury,Royal Guardsman,Each Way,10,Lose
Wolverhampton,Studfarmer,Each Way,34,Win
Wolverhampton,Olney Lass,Each Way,17,Lose
Towcester,Crouching Harry,Each Way,15,Win
Wolverhampton,Tight Lipped,Each Way,9,Lose
Taunton,Barista,Each Way,13,Lose
Wolverhampton,Emily Davison,Each Way,17,Win
SouthWell,Dance For Livvy,Each Way,11,Lose
SouthWell,Calin Du Brizais,Each Way,11,Lose
SouthWell,Patriotic,Each Way,15,Win
SouthWell,Well Shake Hands,Each Way,13,Lose
Lingfield,Swift Blade,Each Way,28,Win
Newton Abbot,Sweet Boy Vic,Each Way,12,Win
Lingfield,Teen Ager,Each Way,17,Win
Newbury,Flying Eagle,Each Way,21,Lose
Newbury,Remiluc,Win,2.88,Lose
Cork,Clara More,Each Way,13,Lose
Chelmsford,Hierarch,Win,4.5,Lose
Warwick,Foundation Man,Each Way,17,Lose
Kempton,Kings Request,Each Way,13,Lose
Warwick,The Gipper,Each Way,9,Win
Kempton,Popping Along,Each Way,23,Win
Huntingdon,Letter Exit,Each Way,34,Lose
Exeter,Party Palace,Each Way,13,Win
SouthWell,Alpha Tauri,Each Way,11,Lose
SouthWell,Conserve,Each Way,10,Lose
Exeter,Mac Bertie,Each Way,13,Lose
Wincanton,Kellys Brow,Each Way,22,Lose
Wincanton,Ladies Dancing,Each Way,13,Lose
Wincanton,Blue April,Each Way,34,Lose
Wincanton,Hill Forts Gypse,Each Way,41,Lose
Kempton,Graffiti Art,Each Way,21,Win
Musselburgh,Esteaming,Each Way,13,Win
Musselburgh,Tom Hark,Each Way,10,Lose
Lingfield,Grendisar,Each Way,6,Win
Lingfield,Blue Aegean,Each Way,8,Win
Kempton,Tea Blossom,Each Way,17,Lose
Kempton,Realize,Each Way,15,Win
Haydock,Tenor Nivernais,Each Way,11,Lose
Cork,Clara More,Each Way,21,Lose
Sedgefield,Brunello,Each Way,11,Lose
Fairyhouse,Carrigmoorna Rock,Each Way,13,Lose
Cork,Mrs Mac Veale,Each Way,15,Win
